   1.0238077225050651E-011   2.9503069975431466E-011   7.2562296736758566E-011   1.6891855008892786E-010   3.7772392745893088E-010   8.1320153379545262E-010   1.6859378183013768E-009   3.3653957874472669E-009   6.4667343450492122E-009   1.1958826245765343E-008   2.1278941468602415E-008   3.6423108348653613E-008   5.9962810856939479E-008   9.4925443831871352E-008   1.4447814117224440E-007   2.1138269914368630E-007   2.9724833758705423E-007   4.0169207062939989E-007   5.2160104762050277E-007   6.5074249198014433E-007   7.7994917140320463E-007   8.9800277067986762E-007   9.9315752199315909E-007   1.0550417433157683E-006   1.0765181292117927E-006   1.0550417116359052E-006   9.9315746236215946E-007   8.9800268983111766E-007   7.7994907782133850E-007   6.5074239444153648E-007   5.2160095387285017E-007   4.0169198647485985E-007   2.9724826648958997E-007   2.1138264232908869E-007   1.4447809808003579E-007   9.4925412732028435E-008   5.9962789456743466E-008   3.6423094288720568E-008   2.1278932636814477E-008   1.1958820946324856E-008   6.4667312949401987E-009   3.3653941312407048E-009   1.6859368704702048E-009   8.1320106019999274E-010   3.7772367518047163E-010   1.6891842473062572E-010   7.2562224398049118E-011   2.9503005764105284E-011   1.0237958174791308E-011
   2.9503069975440965E-011   8.5019004920965214E-011   2.0910279060767741E-010   4.8677263258536913E-010   1.0884871463953739E-009   2.3434030852116490E-009   4.8583674780397709E-009   9.6980619729754768E-009   1.8635190153556977E-008   3.4461752905278084E-008   6.1319531524804331E-008   1.0496048141831768E-007   1.7279484865746227E-007   2.7354667778673079E-007   4.1634269943967424E-007   6.0914158267999983E-007   8.5658061676892261E-007   1.1575561512102467E-006   1.5030978834229484E-006   1.8752448194091202E-006   2.2475797432956189E-006   2.5877748330346120E-006   2.8619823062540991E-006   3.0403140839827931E-006   3.1022025911687953E-006   3.0403139926908996E-006   2.8619821344154562E-006   2.5877746000527632E-006   2.2475794736207280E-006   1.8752445383320823E-006   1.5030976132702412E-006   1.1575559087019716E-006   8.5658041188746889E-007   6.0914141895808471E-007   4.1634257526160147E-007   2.7354658816686747E-007   1.7279478699303384E-007   1.0496044090600210E-007   6.1319506076929336E-008   3.4461737605058478E-008   1.8635181351605526E-008   9.6980570956043029E-009   4.8583649554893675E-009   2.3434017372221653E-009   1.0884864783152286E-009   4.8677221229578177E-010   2.0910269670025033E-010   8.5018900820531030E-011   2.9502948668970621E-011
   7.2562296736692081E-011   2.0910279060768855E-010   5.1428474234142998E-010   1.1972089765067942E-009   2.6771155468532848E-009   5.7635598663165022E-009   1.1949071838707988E-008   2.3852217794375371E-008   4.5832931921948636E-008   8.4758092716177051E-008   1.5081434054086797E-007   2.5814851148287174E-007   4.2498597919966654E-007   6.7278338225500213E-007   1.0239877587713858E-006   1.4981733193891170E-006   2.1067453978481865E-006   2.8469895846020493E-006   3.6968435736516206E-006   4.6121326070054876E-006   5.5278839933898434E-006   6.3645880065877993E-006   7.0389966039244216E-006   7.4776005656123892E-006   7.6298142920744982E-006   7.4776003410816062E-006   7.0389961812903293E-006   6.3645874335729607E-006   5.5278833301291297E-006   4.6121319157013824E-006   3.6968429092154560E-006   2.8469889881573528E-006   2.1067448939455109E-006   1.4981729167176894E-006   1.0239874533587430E-006   6.7278316183614640E-007   4.2498582753620219E-007   2.5814841185146126E-007   1.5081427795237014E-007   8.4758055115738501E-008   4.5832910275989462E-008   2.3852205903235482E-008   1.1949065492302614E-008   5.7635566817846819E-009   2.6771138579795157E-009   1.1972082806746417E-009   5.1428433571917407E-010   2.0910263505164203E-010   7.2561629453131643E-011
   1.6891855008885983E-010   4.8677263258530771E-010   1.1972089765067144E-009   2.7869956376758297E-009   6.2320860409883355E-009   1.3417052929035344E-008   2.7816372698712265E-008   5.5525834040928153E-008   1.0669497459088481E-007   1.9730927456538946E-007   3.5108232349944287E-007   6.0094669309492710E-007   9.8932942647892832E-007   1.5661796630664944E-006   2.3837521040448833E-006   3.4876137646436402E-006   4.9043152438003836E-006   6.6275376383713689E-006   8.6059218692125007E-006   1.0736633042639578E-005   1.2868420532652739E-005   1.4816192793442735E-005   1.6386155812156765E-005   1.7407186686364262E-005   1.7761526655383554E-005   1.7407186163676659E-005   1.6386154828302277E-005   1.4816191459515531E-005   1.2868418988641102E-005   1.0736631433345176E-005   8.6059203224648922E-006   6.6275362499012398E-006   4.9043140707603817E-006   3.4876128272607264E-006   2.3837513930719568E-006   1.5661791499453519E-006   9.8932907342416012E-007   6.0094646115104018E-007   3.5108217782535960E-007   1.9730918700440330E-007   1.0669492418803089E-007   5.5525806216774480E-008   2.7816358017126209E-008   1.3417045396544992E-008   6.2320824457406806E-009   2.7869937554714077E-009   1.1972079185621825E-009   4.8677220142797031E-010   1.6891802363883544E-010
   3.7772392745893171E-010   1.0884871463952571E-009   2.6771155468532397E-009   6.2320860409882239E-009   1.3935757881084539E-008   3.0002281718673978E-008   6.2201040311350083E-008   1.2416301287410061E-007   2.3858389040973015E-007   4.4120929331712881E-007   7.8506590320461477E-007   1.3437952491878814E-006   2.2122697378320830E-006   3.5021821648845914E-006   5.3303808631677637E-006   7.7987596267377552E-006   1.0966689060551447E-005   1.4820039272352718E-005   1.9243964657116487E-005   2.4008512969208521E-005   2.8775468065682450E-005   3.3130941089536069E-005   3.6641583331502456E-005   3.8924741644543578E-005   3.9717092068361520E-005   3.8924740475745656E-005   3.6641581131475559E-005   3.3130938106700892E-005   2.8775464613070854E-005   2.4008509370616474E-005   1.9243961198386952E-005   1.4820036167552371E-005   1.0966686437480752E-005   7.7987575306276858E-006   5.3303792733384620E-006   3.5021810174851688E-006   2.2122689483527215E-006   1.3437947305317530E-006   7.8506557745385388E-007   4.4120909756463298E-007   2.3858377768499745E-007   1.2416295069486774E-007   6.2201007348797104E-008   3.0002264893744158E-008   1.3935749808782532E-008   6.2320823851402526E-009   2.6771138511386485E-009   1.0884865092191514E-009   3.7772381467231576E-010
   8.1320153379534984E-010   2.3434030852115291E-009   5.7635598663163020E-009   1.3417052929034811E-008   3.0002281718674269E-008   6.4591887718465840E-008   1.3391256869845062E-007   2.6731044863691908E-007   5.1364706208954121E-007   9.4987912591142522E-007   1.6901677394697413E-006   2.8930556904317381E-006   4.7627937051221175E-006   7.5398451119479070E-006   1.1475772590858469E-005   1.6789943207552567E-005   2.3610175888773482E-005   3.1906050401065926E-005   4.1430315735515222E-005   5.1687907890990104E-005   6.1950681610587309E-005   7.1327575913347614E-005   7.8885634718308526E-005   8.3801044378889377E-005   8.5506894956815434E-005   8.3801041862585846E-005   7.8885629981872226E-005   7.1327569491602520E-005   6.1950674177462596E-005   5.1687900143584631E-005   4.1430308289220048E-005   3.1906043716744413E-005   2.3610170241567387E-005   1.6789938694838142E-005   1.1475769168117837E-005   7.5398426417105092E-006   4.7627920054538488E-006   2.8930545738119316E-006   1.6901670381808913E-006   9.4987870442079818E-007   5.1364681946952598E-007   2.6731031474135511E-007   1.3391249785119134E-007   6.4591851634289825E-008   3.0002264184245155E-008   1.3417044724647553E-008   5.7635562819770658E-009   2.3434015628682065E-009   8.1320130922727485E-010
   1.6859378183013832E-009   4.8583674780395914E-009   1.1949071838708031E-008   2.7816372698712209E-008   6.2201040311350123E-008   1.3391256869845094E-007   2.7762892042387438E-007   5.5419078279503004E-007   1.0648983938761655E-006   1.9692992138309774E-006   3.5040732128802602E-006   5.9979129357853459E-006   9.8742730977868324E-006   1.5631684754751667E-005   2.3791690252796164E-005   3.4809083658065682E-005   4.8948860489550002E-005   6.6147953205079988E-005   8.5893758459461590E-005   1.0715990445271521E-004   1.2843679291822105E-004   1.4787706702771092E-004   1.6354651259892385E-004   1.7373719067172698E-004   1.7727377770726123E-004   1.7373718545489995E-004   1.6354650277929455E-004   1.4787705371408541E-004   1.2843677750779109E-004   1.0715988839071533E-004   8.5893743021726434E-005   6.6147939347076376E-005   4.8948848781703708E-005   3.4809074302258822E-005   2.3791683156733101E-005   1.5631679633429392E-005   9.8742695740142840E-006   5.9979106207943252E-006   3.5040717589588437E-006   1.9692983400111671E-006   1.0648978908488430E-006   5.5419050523022365E-007   2.7762877353727678E-007   1.3391249404251881E-007   6.2201003808156398E-008   2.7816355680277409E-008   1.1949064202285755E-008   4.8583643214486236E-009   1.6859367549833788E-009
   3.3653957874474352E-009   9.6980619729756025E-009   2.3852217794375057E-008   5.5525834040927087E-008   1.2416301287410183E-007   2.6731044863692040E-007   5.5419078279503078E-007   1.1062515506887882E-006   2.1257038841571699E-006   3.9310294878658727E-006   6.9946786302101462E-006   1.1972773081220649E-005   1.9710594736454437E-005   3.1203289619160190E-005   4.7491937889911374E-005   6.9484379694263146E-005   9.7709587568223564E-005   1.3204166882557831E-004   1.7145738695082557E-004   2.1390794317184352E-004   2.5637994304901029E-004   2.9518577318385527E-004   3.2646443930342268E-004   3.4680662789730746E-004   3.5386620920696305E-004   3.4680661748370144E-004   3.2646441970190560E-004   2.9518574660777251E-004   2.5637991228738257E-004   2.1390791110957876E-004   1.7145735613468822E-004   1.3204164116283575E-004   9.7709564197531558E-005   6.9484361018608875E-005   4.7491923725058734E-005   3.1203279396201303E-005   1.9710587702457781E-005   1.1972768460128427E-005   6.9946757279521750E-006   3.9310277435602764E-006   2.1257028800546079E-006   1.1062509966309085E-006   5.5419048957445239E-007   2.6731029968218864E-007   1.2416294032452245E-007   5.5525800004244687E-008   2.3852202565827266E-008   9.6980554929041284E-009   3.3653933180846356E-009
   6.4667343450491824E-009   1.8635190153556501E-008   4.5832931921949026E-008   1.0669497459088487E-007   2.3858389040972983E-007   5.1364706208953835E-007   1.0648983938761668E-006   2.1257038841571694E-006   4.0846198139178487E-006   7.5536207347145977E-006   1.3440537573403708E-005   2.3006132942400425E-005   3.7874647736530920E-005   5.9958292397992372E-005   9.1257541538251102E-005   1.3351684407798568E-004   1.8775264060316363E-004   2.5372302359111807E-004   3.2946180566425018E-004   4.1103214306849361E-004   4.9264368526303194E-004   5.6721054466695657E-004   6.2731367584016975E-004   6.6640195488425549E-004   6.7996720539271593E-004   6.6640193487413010E-004   6.2731363817511985E-004   5.6721049360001965E-004   4.9264362615340936E-004   4.1103208145964879E-004   3.2946174644988944E-004   2.5372297043611949E-004   1.8775259569549894E-004   1.3351680819201570E-004   9.1257514319954353E-005   5.9958272754193937E-005   3.7874634220442287E-005   2.3006124062799025E-005   1.3440531996605624E-005   7.5536173829777332E-006   4.0846178844772767E-006   2.1257028195196005E-006   1.0648978304175186E-006   5.1364677587509377E-007   2.3858375084264056E-007   1.0669490920887978E-007   4.5832902622556219E-008   1.8635177783337530E-008   6.4667300496778604E-009
   1.1958826245765280E-008   3.4461752905277475E-008   8.4758092716176349E-008   1.9730927456538930E-007   4.4120929331713077E-007   9.4987912591142427E-007   1.9692992138309753E-006   3.9310294878658617E-006   7.5536207347146197E-006   1.3968787501224405E-005   2.4855366698814460E-005   4.2544866042901264E-005   7.0040967702269161E-005   1.1087989122814683E-004   1.6876108165895777E-004   2.4691051990313165E-004   3.4720789294148658E-004   4.6920584514182571E-004   6.0926833828750450E-004   7.6011503149868312E-004   9.1103792405585295E-004   1.0489331997426295E-003   1.1600809389530821E-003   1.2323662552181740E-003   1.2574522515116805E-003   1.2323662182137742E-003   1.1600808692997279E-003   1.0489331053053711E-003   9.1103781474539687E-004   7.6011491756645369E-004   6.0926822878335115E-004   4.6920574684315150E-004   3.4720780989447666E-004   2.4691045353979538E-004   1.6876103132460667E-004   1.1087985490119201E-004   7.0040942707185196E-005   4.2544849622003446E-005   2.4855356385732125E-005   1.3968781302908817E-005   7.5536171666520178E-006   3.9310275190729148E-006   1.9692981718372474E-006   9.4987859663196289E-007   4.4120903522959756E-007   1.9730915370700986E-007   8.4758038517875999E-008   3.4461730003973479E-008   1.1958818024810862E-008
