           1           1  0.99749370276025529        98.749370276025530     
           2           2   1.9924683733095676        98.623418665478383     
           3           4   2.9823855844275600        98.412852814252005     
           4           7   3.9672069292076655        98.180173230191642     
           5          11   4.9469009167864977        97.938018335729950     
           6          16   5.9214833955757546        97.691389926262573     
           7          22   6.8911937812724835        97.445625446749759     
           8          29   7.8570686577451907        97.213358221814886     
           9          37   8.8222794728524967        97.025327476138855     
          10          46   9.7941238285762235        96.941238285762239         
